, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002232959, URU       ,           , José Rodríguez                        , 1         , 16        , 1         ,
, 2002232958, URU       ,           , Mario Lemos                           , 3         , 12        , 1         ,
, 2002232957, URU       ,           , Marcelo Rey                           , 2         , 5         , 1         ,
, 2002232956, URU       ,           , Pedro García                          , 2         , 15        , 1         ,
, 2002232955, URU       ,           , Mario Cruz                            , 1         , 11        , 1         ,
, 2002232954, URU       ,           , Hernán Hernández                      , 1         , 5         , 1         ,
, 2002232934, COL       ,           , Juan José Campaña                     , 1         , 5         , 1         ,
, 2002232933, COL       ,           , Khalil Navarrete                      , 1         , 5         , 9         ,
, 2002232932, COL       ,           , Breyner Rojas                         , 2         , 3         , 1         ,
, 2002232931, COL       ,           , Francined Libreros                    , 1         , 5         , 9         ,
, 2002232930, COL       ,           , Vladimir Arboleda                     , 1         , 5         , 9         ,
, 2002232929, COL       ,           , Édgar González                        , 2         , 3         , 1         ,
, 2002232665, BRA       ,           , Vinícius                              , 2         , 11        , 0         ,
, 2002232664, BRA       , ITA       , Gabriel                               , 1         , 12        , 1         ,
, 2002232663, BRA       ,           , Mazinho                               , 3         , 5         , 3         ,
, 2002232662, BRA       ,           , Paulo Sousa                           , 1         , 3         , 0         ,
, 2002232661, BRA       ,           , Leonardo Chira                        , 2         , 12        , 1         ,
, 2002232660, BRA       ,           , Arisvaldo                             , 1         , 12        , 0         ,
, 2002232659, BRA       ,           , Joel Almeida Júnior                   , 1         , 16        , 2         ,
, 2002232658, BRA       ,           , Francisco Morais                      , 1         , 5         , 1         ,
, 2002232657, BRA       ,           , Gilson Reis Arnaldo                   , 1         , 5         , 1         ,
, 2002232656, BRA       ,           , Altimar                               , 1         , 5         , 1         ,
, 2002232655, BRA       , POR       , Carlos Augusto                        , 3         , 5         , 3         ,
, 2002232654, BRA       ,           , Anderson Figueiredo                   , 1         , 15        , 3         ,
, 2002232653, BRA       ,           , Igor                                  , 1         , 11        , 1         ,
, 2002232649, BRA       ,           , Diogo                                 , 3         , 5         , 1         ,
, 2002232648, BRA       ,           , Rodrigo Silveira                      , 1         , 15        , 3         ,
, 2002232647, BRA       ,           , Osmar                                 , 3         , 15        , 1         ,
, 2002232646, BRA       ,           , Lucas                                 , 1         , 5         , 1         ,
, 2002232645, BRA       ,           , Landoaldo Pacobahyba                  , 2         , 16        , 3         ,
, 2002232644, BRA       , POR       , Naldo                                 , 1         , 5         , 3         ,
, 2002232643, BRA       ,           , Romerito                              , 2         , 16        , 3         ,
, 2002232642, BRA       ,           , Caíque Rajzman                        , 1         , 5         , 9         ,
, 2002232641, BRA       , POR       , Janderson                             , 1         , 5         , 1         ,
, 2002232640, BRA       ,           , Vinícius                              , 1         , 5         , 9         ,
, 2002232639, BRA       ,           , Ricardo Pena                          , 1         , 16        , 3         ,
, 2002232638, BRA       ,           , Carlos Eduardo                        , 1         , 15        , 9         ,
, 2002232637, BRA       ,           , Solivan                               , 1         , 12        , 1         ,
, 2002232636, BRA       ,           , Sávio                                 , 2         , 16        , 1         ,
, 2002232635, BRA       ,           , Kunhucu                               , 1         , 15        , 7         ,
, 2002232634, BRA       ,           , Dudé                                  , 1         , 15        , 1         ,
, 2002232633, BRA       ,           , Felipe                                , 2         , 9         , 0         ,
, 2002232632, BRA       ,           , João Guilherme                        , 1         , 5         , 9         ,
, 2002232631, BRA       ,           , Kayque                                , 3         , 5         , 3         ,
, 2002232630, BRA       ,           , Fábio Luciano                         , 2         , 3         , 0         ,
, 2002232629, BRA       ,           , Silvandro                             , 1         , 5         , 9         ,
, 2002232628, BRA       ,           , Jonas Fahel                           , 1         , 15        , 9         ,
, 2002232627, BRA       ,           , Renildo                               , 2         , 5         , 9         ,
, 2002232626, BRA       , GER       , Guilherme                             , 1         , 15        , 2         ,
, 2002232625, BRA       ,           , José                                  , 1         , 5         , 7         ,
, 2002232624, BRA       ,           , Francismar                            , 2         , 15        , 3         ,
, 2002232620, BRA       ,           , Jonas                                 , 1         , 5         , 3         ,
